,Title,Author,Abstract,Link,Number,Date,Source
IMFWPIEA2023144,Taxing Cryptocurrencies,"Katherine Baer, Ruud A. de Mooij, Shafik Hebous, Michael Keen","Policymakers are struggling to accommodate cryptocurrencies within tax systems not designed to handle them; this paper reviews the issues that arise. The greatest challenges are for implementation: crypto’s quasi-anonymity is an inherent obstacle to third-party reporting. Design problems arise from cryptocurrencies’ dual nature as investment assets and means of payment: more straightforward is a compelling case for corrective taxation of carbon-intensive mining. Ownership is highly concentrated at the top, but many crypto investors have only moderate incomes. The capital gains tax revenue at stake worldwide may be in the tens of billions of dollars, but the more profound risks may ultimately be for VAT/sales taxes.",https://www.imf.org/en/Publications/WP/Issues/2023/06/30/Taxing-Cryptocurrencies-535510,WPIEA2023144,"Wed, 05 Jul 2023 00:00:00 -0400",IMF
NBER31494,Remote Work and City Structure,"['Ferdinando Monte', 'Charly Porcher', 'Esteban Rossi-Hansberg']","We study the adoption of remote work within cities and its effect on city structure and welfare. We develop a dynamic model of a city in which workers can decide to work in the central business district (CBD) or partly at home. Working in the CBD allows them to interact with other commuters, which enhances their productivity through a standard production externality, but entails commuting costs. Switching between modes of labor delivery is costly, and workers face idiosyncratic preference shocks for remote work. We characterize the parameter set in which the city exhibits multiple stationary equilibria. Within this set, a coordination mechanism can lead to stationary equilibria in which most workers commute or most of them work partially from home. In these cases, large shocks in the number of commuters, like the recent lockdowns and self-isolation generated by the COVID-19 pandemic, can result in dynamic paths that make cities converge to a stationary equilibrium with large fractions of remote workers. Using cell-phone-based mobility data for the U.S., we document that although most cities experienced similar reductions in CBD trips during the pandemic, trips in the largest cities have stabilized at levels that are only about 60% of pre-pandemic levels. In contrast, smaller cities have, on average, returned to pre-pandemic levels. House price panel data by city show consistent changes in house price CBD-distance gradients. We estimate the model for 274 U.S. cities and show that cities that have stabilized at a large fraction of remote work are much more likely to have parameters that result in multiple stationary equilibria. Our results imply welfare losses in these cities that average 2.7%.",https://www.nber.org/papers/w31494,31494,July 2023,NBER
BEAWP2022-13,Valuing the U.S. Data Economy Using Machine Learning and Online Job Postings,"J Bayoán Santiago Calderón, Dylan Rassier","With the recent proliferation of data collection and uses in the digital economy, the understanding and statistical treatment of data stocks and flows is of interest among compilers and users of national economic accounts. In this paper, we measure the value of own-account data stocks and flows for the U.S. business sector by summing the production costs of data-related activities implicit in occupations. Our method augments the traditional sum-of-costs methodology for measuring other own-account intellectual property products in national economic accounts by proxying occupation-level time-use factors using a machine learning model and the text of online job advertisements (Blackburn 2021). In our experimental estimates, we find that annual current-dollar investment in own-account data assets for the U.S. business sector grew from $84 billion in 2002 to $186 billion in 2021, with an average annual growth rate of 4.2 percent. Cumulative current-dollar investment for the period 2002–2021 was $2.6 trillion. In addition to the annual current-dollar investment, we present historical-cost net stocks, real growth rates, and effects on value-added by the industrial sector.",https://www.bea.gov//research/papers/2022/valuing-us-data-economy-using-machine-learning-and-online-job-postings,WP2022-13,2022-10-31,BEA
FED-NEWYORK1048,Does the Community Reinvestment Act Improve Consumers’ Access to Credit?,"Jacob  Conway, Jack N. Glaser, and Matthew C. Plosser","We study the impact of the Community Reinvestment Act (CRA) on access to consumer credit since 1999 using an individual-level panel and three distinct identification strategies: a regression discontinuity design centered on a CRA-eligibility cutoff; a comparison of neighboring census blocks; and an event study of changes in eligibility. All three rule out a significant effect of the CRA on consumer borrowing. We show that this is in part explained by a shift in mortgages from nonbanks, which are free from CRA obligations, to banks in need of CRA-eligible mortgages. Our findings underscore the pitfalls of a circumscribed regulatory regime.",https://www.newyorkfed.org/research/staff_reports/sr1048.html,1048,January 2023,FED-NEWYORK
NBER31440,"Law-Abiding Immigrants: The Incarceration Gap Between Immigrants and the US-born, 1850–2020","['Ran Abramitzky', 'Leah Platt Boustan', 'Elisa Jácome', 'Santiago Pérez', 'Juan David Torres']","We combine full-count Census data (1850–1940) with Census/ACS samples (1950–2020) to provide the first nationally representative long-run series (1850–2020) of incarceration rates for immigrants and the US-born. As a group, immigrants had higher incarceration rates than US-born white men before 1870, similar rates between 1880-1950, and lower rates since 1960. Although there are substantial differences in incarceration by origin country, the relative decline in incarceration since 1960 occurred among immigrants from all sending regions. This decline cannot be explained by changes in immigrants’ observable characteristics or immigration policy, but may reflect immigrants’ resilience to economic shocks.",https://www.nber.org/papers/w31440,31440,July 2023,NBER
FED-BOARD2023-019,The Long-Run Real Effects of Banking Crises: Firm-Level Investment Dynamics and the Role of Wage Rigidity,Carlo Wix,"I study the long-run effects of credit market disruptions on real firm outcomes and how these effects depend on nominal wage rigidity at the firm level. Exploiting variation in firms' refinancing needs during the global financial crisis, I trace out firms' investment and growth trajectories in response to a credit supply shock. Financially shocked firms exhibit a temporary investment gap for two years, resulting in a persistent accumulated growth gap six years after the crisis. Shocked firms with rigid wages exhibit a significantly steeper drop in investment and an additional long-run growth gap relative to shocked firms with flexible wages.",https://www.federalreserve.gov/econres/feds/the-long-run-real-effects-of-banking-crises-firm-level-investment-dynamics-and-the-role-of-wage-rigidity.htm,2023-019,April 2023,FED-BOARD
BEAWP2023-4,For What It’s Worth: Measuring Land Value in the Era of Big Data and Machine Learning,"Scott Wentland, Gary Cornwall, Jeremy G. Moulton","This paper develops a new method for valuing land, a key asset on a nation’s balance sheet. The method first employs an unsupervised machine learning method, kmeans clustering, to discretize unobserved heterogeneity, which we then combine with a supervised learning algorithm, gradient boosted trees (GBT), to obtain property-level price predictions and estimates of the land component. Our initial results from a large national dataset show this approach routinely outperforms hedonic regression methods (as used by the U.K.’s Office for National Statistics, for example) in out-of-sample price predictions. To exploit the best of both methods, we further explore a composite approach using model stacking, finding it outperforms all methods in out-of-sample tests and a benchmark test against nearby vacant land sales. In an application, we value residential, commercial, industrial, and agricultural land for the entire contiguous U.S. from 2006-2015. The results offer new insights into valuation and demonstrate how a unified method can build national and subnational estimates of land value from detailed, parcel-level data. We discuss further applications to economic policy and the property valuation literature more generally.",https://www.bea.gov//research/papers/2023/what-its-worth-measuring-land-value-era-big-data-and-machine-learning,WP2023-4,2023-06-09,BEA
NBER31433,Price Level and Inflation Dynamics in Heterogeneous Agent Economies,"['Greg Kaplan', 'Georgios Nikolakoudis', 'Giovanni L. Violante']","We study equilibria in a heterogeneous-agent incomplete-market economy with nominal government debt and flexible prices. Unlike in representative agent economies, steady-state equilibria exist when the government runs persistent deficits, provided that the level of deficits is not too large. In these equilibria, the real interest rate is below the growth rate of the economy. We quantify the maximum sustainable deficit for the US and show that it is lower under more redistributive tax and transfer systems. With constant primary deficits, there exist two steady-states, and the price level and inflation are not uniquely determined. We describe alternative policy settings that deliver uniqueness. We conduct quantitative experiments to illustrate how redistribution and precautionary saving amplify price level increases in response to fiscal helicopter drops, deficit expansions, and loose monetary policy. We show that rising primary deficits can account for a decline in the long-run real interest rate, leading to higher inflation for any given monetary policy. Our work highlights the role of household heterogeneity and market incompleteness in determining inflation.",https://www.nber.org/papers/w31433,31433,July 2023,NBER
BIS1101,Insights into credit loss rates: a global database," Li Lian Ong, Christian Schmieder and Min Wei","Credit risk was a key factor in the Great Financial Crisis and numerous other crises. Banks' overall credit losses tend to increase suddenly during a crisis from the typically low levels seen during ""normal"" times. ...",http://www.bis.org/publ/work1101.htm,1101,2023-05-26T09:00:00Z,BIS
FED-NEWYORK1061,"Working Remotely? Selection, Treatment, and the Market for Remote Work",Natalia Emanuel and Emma Harrington,"How does remote work affect productivity and how productive are workers who choose remote jobs? We estimate both effects in a U.S. Fortune 500 firm’s call centers that employed both remote and on-site workers in the same jobs. Prior to COVID-19, remote workers answered 12 percent fewer calls per hour than on-site workers. When the call centers closed due to COVID-19, the productivity of formerly on-site workers declined by 4 percent relative to already-remote workers, indicating that a third of the initial gap was due to a negative treatment effect of remote work. Yet an 8 percent productivity gap persisted, indicating that the majority of the productivity gap was due to negative worker selection into remote work. Difference-in-differences designs also indicate that remote work degraded call quality— particularly for inexperienced workers—and reduced workers’ promotion rates. In a model of the market provision of remote work, we find that firms were in a prisoner’s dilemma: all firms would have gained from offering comparable remote and on-site jobs, but any individual firm was loathe to attract less productive workers.",https://www.newyorkfed.org/research/staff_reports/sr1061.html,1061,May 2023,FED-NEWYORK
CHICAGO2023-22,Learning Monetary Policy Strategies at the Effective Lower Bound with Sudden Surprises,"Spencer Krane, Leonardo Melosi, Matthias Rottner","Central banks around the world have revised their operating frameworks in an attempt to counter the challenges presented by the effective lower bound (ELB) on policy rates. We examine how private sector agents might learn such a new regime and the effect of future shocks on that process. In our model agents use Bayesian updating to learn the parameters of an asymmetric average inflation targeting rule that is adopted while at the ELB. Little can be discovered until the economy improves enough that rates would be near liftoff under the old policy regime; learning then proceeds until either the new parameters are learned or the average inflation target is reached. Recessionary shocks forcing a return to the ELB would thus delay learning while large inflationary shocks could outright stop it and so inhibit the ability of the new rule to address future ELB episodes. We show the central bank can offset some of the inflation-induced learning loss by deviating from its new rule, but it must weigh the benefits of doing so against the costs of higher near-term inflation and greater uncertainty about the policy function.",https://www.chicagofed.org/publications/working-papers/2023/2023-22,2023-22,June 2023,CHICAGO
BFI2023-52,Why Did Putin Invade Ukraine? A Theory of Degenerate Autocracy,"Georgy Egorov, Konstantin Sonin","Many, if not most, personalistic dictatorships end up with a disastrous decision such as Hitler’s attack on the Soviet Union, Hirohito’s government launching a war against the United States, or Putin’s invasion of Ukraine in February 2022. Even if the decision is not ultimately fatal for the regime, such as Mao’s Big Leap Forward or the Pol Pot’s collectivization drive, they typically involve both a monumental miscalculation and an institutional environment in which better-informed subordinates have no chance to prevent the decision from being implemented. We offer a dynamic model of non-democratic politics, in which repression and bad decision-making are self-reinforcing. Repressions reduce the threat, yet raise the stakes for the dictator; with higher stakes, the dictator puts more emphasis on loyalty than competence. Our theory sheds light on the mechanism of disastrous individual decisions in highly institutionalized authoritarian regimes.",https://bfi.uchicago.edu/working-paper/why-did-putin-invade-ukraine-a-theory-of-degenerate-autocracy/,2023-52,"Jul 26, 2023",BFI
FED-BOARD2023-051,Sticky Leverage: Comment,"Andrea Ajello, Ander Perez-Orive, and Bálint Szőke","We revisit the role of long-term nominal corporate debt for the transmission of inflation shocks in the general equilibrium model of Gomes, Jermann, and Schmid (2016, henceforth GJS). We show that inaccuracies in the model solution and calibration strategy lead GJS to a model equilibrium in which nominal long-term debt is systematically mispriced. As a result, the quantitative importance of corporate leverage in the transmission of inflation shocks to real activity in their framework is 6 times larger than what arises under the rational expectations equilibrium.",https://www.federalreserve.gov/econres/feds/sticky-leverage-comment.htm,2023-051,July 2023,FED-BOARD
BOE1031,The market for sharing interest rate risk: quantities behind prices,"Umang Khetan, Ioana Neamțu and Ishita Sen","By Umang Khetan, Ioana Neamțu and Ishita Sen

We study the extent of interest rate risk sharing across the financial system. We use granular positions and transactions data in interest rate swaps, covering over 60% of overall swap activity in the world. We show that pension and insurance (PF&I) sector emerges as a natural counterparty to banks and corporations: overall, and in response to decline in rates, PF&I buy duration, whereas banks and corporations sell duration. This cross-sector netting reduces the aggregate net demand that is supplied by dealers. However, two factors impede cross-sector netting and add to dealer imbalances across maturities. (i) PF&I, bank and corporate demand is segmented across maturities. (ii) Large volumes are traded by hedge funds, who behave like banks in the short-end and like PF&I in the long-end. This worsens segmentation, exposing dealers to a steepening or flattening of the yield curve in addition to residual duration risk. Consistent with this, we find that demand pressure, in particular hedge funds’ trades, impact swap spreads across maturities. We also document that long-tenor pension fund trades are less likely to be centrally cleared, adding counterparty credit risk to demand imbalances.",https://www.bankofengland.co.uk/working-paper/2023/the-market-for-sharing-interest-rate-risk-quantities-behind-prices,1031,"Fri, 21 Jul 2023 ",BOE
FED-BOARD2023-032,Recovery of 1933,"Margaret M. Jacobson, Eric M. Leeper, and Bruce Preston","When Roosevelt abandoned the gold standard in April 1933, he converted government debt from a tax-backed claim to gold to a claim to dollars, opening the door to unbacked fiscal expansion. Roosevelt followed a state-contingent fiscal rule that ran nominal-debt-financed primary deficits until the price level rose and economic activity recovered. Theory suggests that government spending multipliers can be substantially larger when fiscal expansions are unbacked than when they are tax-backed. VAR estimates using data on ""emergency"" unbacked spending and ""ordinary"" backed spending confirm this prediction and find that primary deficits made quantitatively important contributions to raising both the price level and real GNP after 1933. VAR evidence does not support the conventional monetary explanation that gold revaluation and gold inflows, which raised the monetary base, drove the recovery independently of fiscal actions.",https://www.federalreserve.gov/econres/feds/recovery-of-1933.htm,2023-032,May 2023,FED-BOARD
CHICAGO2023-19,Should the Government Sell You Goods? Evidence from the Milk Market in Mexico,"Diego Jiménez Hernández, Enrique Seira","Governments spend considerable resources providing goods directly. We show that such behavior may increase welfare when private suppliers have market power. We do this by studying the staggered rollout of hundreds of government milk “ration stores” in Mexico using a proprietary panel of household food purchases. The rollout lowered the price per liter of privately supplied milk by 2.4% and increased household consumption. To compare direct provision with budget-neutral alternatives, we develop and estimate an equilibrium model of the market that accounts for quality differences. Direct provision generates larger consumer surplus than milk vouchers and unrestricted cash transfers.",https://www.chicagofed.org/publications/working-papers/2023/2023-19,2023-19,May 2023,CHICAGO
NBER31501,Constitutions and Order: A Theory and Evidence from Colombia and the United States,"['Leopoldo Fergusson', 'Javier Mejia', 'James A. Robinson', 'Santiago Torres']","We propose a framework to explain why some societies may end up with different constitutional solutions to the problem of maintaining order in the face of self-interested behavior. Though the salient intellectual tradition since Hobbes has focused on how institutional design is used to eradicate violence, our framework illustrates that equilibrium constitutions may in fact have to deliberately allow for violence. This arises because some societies are unable to use institutions to influence income distribution. In this case, a constitutional tolerance of violence emerges as a credible way for an incumbent to meet the participation constraint of a challenger. We illustrate the results with the comparative constitutional history of the US and Colombia.",https://www.nber.org/papers/w31501,31501,July 2023,NBER
BOE1026,The potential impact of broader central clearing on dealer balance sheet capacity: a case study of UK gilt and gilt repo markets,"Yuliya Baranova, Eleanor Holbrook, David MacDonald, William Rawstorne, Nicholas Vause and Georgia Waddington","More widespread central clearing could enhance dealers’ ability to intermediate financial markets by increasing the netting of buy and sell trades, thereby reducing the impact of trading on balance sheets and capital ratios. Drawing on trade‑level regulatory data, we study the netting benefits for UK dealers if comprehensive central clearing had been introduced to the cash gilt and gilt repo markets ahead of the March 2020 dash for cash (DFC) crisis. For the gilt repo market, we estimate that the policy would have reduced the gilt repo exposures on UK dealers’ balance sheets by 40% and, hence, boosted their aggregate leverage ratio by 3 basis points. If that policy had been accompanied by standardisation of repo maturity dates, such that they fell on the same day of the week (apart from for overnight repo), the reduction in exposures would have risen to 60% and the increase in the aggregate leverage ratio to 5 basis points. Such improvements in netting rates would in principle have allowed the dealers’ repo desks to expand their trading during the DFC by 2.5 times more than under prevailing clearing rates for each incremental unit of capital available to them. For cash gilt trades, central clearing would only have reduced unsettled trade exposures for dealers using a particular accounting treatment, but would have done so by up to 80% for that group, boosting its aggregate leverage ratio by 0.4 basis points. However, changes to the computation of the Basel III leverage ratio implemented in January 2023 would also have had these effects on cash trades.",https://www.bankofengland.co.uk/working-paper/2023/the-potential-impact-of-broader-central-clearing-on-dealer-balance-sheet-capacity,1026,"Fri, 02 Jun 2023 ",BOE
NBER31499,"Social Security Claiming Intentions: Psychological Ownership, Loss Aversion, and Information Displays","['Suzanne Shu', 'John W. Payne']","For many Americans the question of when to claim Social Security benefits is one of the most consequential financial decisions they will ever face. While acknowledging that individuals differ in terms of optimal timing for starting Social Security benefits, many economists argue that an average person would benefit from delaying claiming as long as they could. Yet this is not what average Americans do. Many more Americans claim as soon as possible, at age 62, rather than as late as possible, at age 70. Why? This paper focuses on individual differences in beliefs and values that influence Social Security claiming intentions. As expected from economic theory, individual differences in life expectations and degree of patience for later larger payouts relate to claiming intentions. In addition, however, we also find that individual differences in psychological ownership of one’s Social Security benefits and individual differences in degree of loss aversion are both significant predictors of Social Security claiming intentions. Further, we find that an “enriched” information display manipulation (nudge) that emphasizes longer-term consequences of late claiming leads to earlier, not later, claiming intentions, and that the size of this effect is related to individual differences in the degree of loss aversion.",https://www.nber.org/papers/w31499,31499,July 2023,NBER
BIS1097,Dampening global financial shocks: can macroprudential regulation help (more than capital controls)?," Katharina Bergant, Francesco Grigoli, Niels-Jakob Hansen and Damiano Sandri","We show that macroprudential regulation significantly dampens the impact of global financial shocks on emerging markets. Specifically, a tighter level of regulation reduces the sensitivity of GDP growth to capital flow shocks and movements in the VIX.",http://www.bis.org/publ/work1097.htm,1097,2023-05-03T12:00:00Z,BIS
NBER31507,Information and the Formation of Inflation Expectations by Firms: Evidence from a Survey of Israeli Firms,"['Yuriy Gorodnichenko', 'Rafi Melnick', 'Ari Kutai']","This study analyzes how firms form their inflation expectations during a regime change in monetary policy and a transition to a low-inflation environment. Using the Bank of Israel survey of firms, we document the basic properties of firms’ inflation expectations and examine how Israeli firms update their inflation expectations after receiving new information about inflation or monetary policy. We find that even after successful de-dollarization and disinflation a positive inflation surprise leads to a sizable upward adjustment in inflation expectations for the next year and quarter. A surprise hike in the monetary interest rate leads to a downward adjustment in inflation expectations.",https://www.nber.org/papers/w31507,31507,July 2023,NBER
ECB2826,Firm-bank relationships: a cross-country comparison,"Firm-bank relationships: a cross -country comparison Kamelia Kosekova , Angela Maddaloni , Melina Papoutsi , Fabiano Schivardi","We document the structure of firm-bank relationships across eleven euro area coun-tries and present new stylised facts using data from the Eurosystem credit registry -AnaCredit. We look at the number of banking relationships, reliance on the main bank, credit instruments, loan maturity, and interest rates. Firms in Southern Europe borrow from more banks and obtain a lower share of credit from the main bank than those in Northern Europe. They also tend to borrow more on short term, more expensive instru-ments and to obtain loans with shorter maturity. This is consistent with the hypothesis that firms in Southern Europe rely less on relationship banking and obtain credit less conducive to firm growth, in line with their smaller average size. Relationship lending does not translate in lower rates, possibly because banks appropriate part of the surplus generated by relationship lending through higher rates.",https://www.ecb.europa.eu//pub/pdf/scpwps/ecb.wp2826~cbbb571758.en.pdf,2826,"Fri, 16 Jun 2023 11:00:00 +0200",ECB
NBER31500,Policy Decentralization in the Post-Prohibition Era,"['Andrew Arnold', 'Holger Sieg']","We study the decentralization of liquor policies in the Post-Prohibition Era, which is the most famous natural experiment ever conducted with respect to policy decentralization in the U.S. Our empirical analysis exploits a unique feature of this policy change, namely that we observe votes of citizens in public referenda as well as roll call votes of the state legislators affecting the same policy. Our analysis is based on a probabilistic voting model. We show how to identify and estimate a model with a multi-dimensional policy space. These estimates then allow us to map the policy space into an alcohol consumption space.  We find that this mapping is highly non-linear. Hence, differences in estimated bliss points in the ideological policy space tend to exaggerate differences in preferences over alcohol consumption.  Nevertheless, decentralized policies offer the opportunity to account for heterogeneity in preferences and increase welfare.  The optimal decentralized policy increases aggregate welfare by up to 79 percent compared to the optimal uniform policy.",https://www.nber.org/papers/w31500,31500,July 2023,NBER
CHICAGO2023-23,Preferences over the Racial Composition of Neighborhoods: Estimates and Implications,"Morris A.  Davis, Jesse Gregory, Daniel Hartley","We estimate the parameters of a dynamic, forward-looking neighborhood choice model in 197 metro areas where households have preferences over the racial composition of neighborhoods. Our inclusion of multiple metro areas in the estimation sample enables us to develop a new, shift-share IV strategy to estimate the impact of the racial composition of neighborhoods on location choice that relies only on across-metro comparisons of similarly situated neighborhoods. For the “shift,” we use national data to determine the probabilities different types of households live in different neighborhoods in a metro when neighborhoods are ranked only by within-metro income quantiles. The “shares” are the metro-level population shares of each household type. Thus, the instrument predicts variation in neighborhood-level racial shares, which for a given within-metro income quantile is attributable exclusively to variation in metrolevel type shares. The overall IV estimate is a weighted average of the contribution from all of the income quantiles. We use the tools of Goldsmith-Pinkham, Sorkin, and Swift (2020) to analyze the comparisons that are weighted most heavily for identification and to derive appropriate balance tests. Our key finding is that many households have very strong preferences to live in same-race neighborhoods. These preferences are so strong that the current demographic composition of neighborhoods is not stable.",https://www.chicagofed.org/publications/working-papers/2023/2023-23,2023-23,July 2023,CHICAGO
FED-NEWYORK1057,Non-Bank Financial Institutions and Banks’ Fire-Sale Vulnerabilities,"Nicola Cetorelli, Mattia  Landoni, and Lina Lu","Banks carry significant exposures to nonbanks from direct dealings, but they can also be exposed, indirectly, through losses in asset values resulting from fire-sale events. We assess the vulnerability of U.S. banks to fire sales potentially originating from any of twelve separate nonbank segments and identify network-like externalities driven by the interconnectedness across nonbank types in terms of asset holdings. We document that such network externalities can contribute to very large multiples of an original fire sale, thus suggesting that conventional assessments of fire-sale vulnerabilities can be grossly understated and highlighting the value of treating nonbank financial institutions as one organic whole for monitoring purposes.",https://www.newyorkfed.org/research/staff_reports/sr1057.html,1057,March 2023,FED-NEWYORK
IMFWPIEA2023153,Assessing the Impact of Policy Changes on a Nowcast,"Sam Ouliaris, Celine Rochon","Nowcasting enables policymakers to obtain forecasts of key macroeconomic indicators using higher frequency data, resulting in more timely information to guide proposed policy changes. A significant shortcoming of nowcasting estimators is their “reduced-form” nature, which means they cannot be used to assess the impact of policy changes, for example, on the baseline nowcast of real GDP. This paper outlines two separate methodologies to address this problem. The first is a partial equilibrium approach that uses an existing baseline nowcasting regression and single-equation forecasting models for the high-frequency data in that regression. The second approach uses a non-parametric structural VAR estimator recently introduced in Ouliaris and Pagan (2022) that imposes minimal identifying restrictions on the data to estimate the impact of structural shocks. Each approach is illustrated using a country-specific example.",https://www.imf.org/en/Publications/WP/Issues/2023/07/28/Assessing-the-Impact-of-Policy-Changes-on-a-Nowcast-537286,WPIEA2023153,"Fri, 28 Jul 2023 00:00:00 -0400",IMF
FED-BOARD2023-052,Can Measurement Error Explain Slow Productivity Growth in Construction?,"Daniel Garcia, Raven Molloy","Of all major industries, construction is the only one to have registered negative average productivity growth since 1987. One might suspect measurement error to have biased growth downward since the deflators for this sector, which are used to translate nominal construction spending into the real quantity of structures, have risen much faster than those for other sectors. We find evidence of an upward bias in these deflators related to unobserved improvements in structure quality, but the magnitude is not large enough to alter the view that construction-sector productivity growth has been weak. We also find only small contributions from other potential sources of measurement error. We conclude that productivity growth may well have been quite low in construction, even if it has not been as low as implied by official statistics.",https://www.federalreserve.gov/econres/feds/can-measurement-error-explain-slow-productivity-growth-in-construction.htm,2023-052,August 2023,FED-BOARD
FED-BOARD2023-045,Aggregate Implications of Deviations from Modigliani-Miller: A Sufficient Statistics Approach,Robert Kurtzman and David Zeke,"A few sufficient statistics can identify the aggregate effects of distortions to firm investment in a class of general equilibrium models that can accommodate rich general equilibrium effects including endogenous firm entry. This result does not depend on the microfoundation of the distortion; one can generate inferences about aggregate effects that apply for multiple microfoundations or in cases where a fully specified model is difficult to solve. To demonstrate the relevance of the methodology, we use it to quantify the aggregate consequences of costly external equity financing and a manager-shareholder friction, relying on estimates from the corporate finance literature to identify the sufficient statistics. The results elucidate differences between partial and general equilibrium findings and demonstrate how labor supply elasticities, complementarities in production, and firm entry interact with the different firm-level distortions.",https://www.federalreserve.gov/econres/feds/aggregate-implications-of-deviations-from-modigliani-miller-a-sufficient-statistics-approach.htm,2023-045,July 2023,FED-BOARD
NBER31512,The (Lack of) Anticipatory Effects of the Social Safety Net on Human Capital Investment,"['Manasi Deshpande', 'Rebecca Dizon-Ross']","How does the expectation that a child will receive government benefits in adulthood affect parental investments in the child's human capital? Most parents whose children receive Supplemental Security Income (SSI) benefits overestimate the likelihood that their child will receive SSI benefits in adulthood. We present randomly-selected families with the predicted likelihood that their child will receive SSI benefits in adulthood. Reducing parents' expectations that children will receive benefits in adulthood does not increase investments in children's human capital. This zero effect is precisely estimated. Likely explanations include parents working more themselves, non-financial goals influencing investment, and families facing investment constraints.",https://www.nber.org/papers/w31512,31512,July 2023,NBER
BIS1108,Innovation convergence, Bryan Hardy and Can Sever,"This paper sheds light on convergence of innovation (patenting) using data from two-digit manufacturing industries in 32 countries over the period of 1976-2006. It shows that patenting rates tend to converge over time (patenting growth is faster when initial patents are lower), including within countries (across industries) and within industries (across countries)...",http://www.bis.org/publ/work1108.htm,1108,2023-07-06T12:00:00Z,BIS
FED-BOARD2023-017,Racial Unemployment Gaps and the Disparate Impact of the Inflation Tax,"Mohammed Ait Lahcen, Garth Baughman, and Hugo van Buggenum","We study the nonlinearities present in a standard monetary labor search model modified to have two groups of workers facing exogenous differences in the job finding and separation rates. We use our setting to study the racial unemployment gap between Black and white workers in the United States. A calibrated version of the model is able to replicate the difference between the two groups both in the level and volatility of unemployment. We show that the racial unemployment gap rises during downturns, and that its reaction to shocks is state-dependent. In particular, following a negative productivity shock, when aggregate unemployment is above average the gap increases by 0.6pp more than when aggregate unemployment is below average. In terms of policy, we study the implications of different inflation regimes on the racial unemployment gap. Higher trend inflation increases both the level of the racial unemployment gap and the magnitude of its response to shocks.",https://www.federalreserve.gov/econres/feds/racial-unemployment-gaps-and-the-disparate-impact-of-the-inflation-tax.htm,2023-017,April 2023,FED-BOARD
ECB2832,Unobserved components model(s): output gaps and financial cycles,"Justine Guillochon, Julien Le Roux","The Global Financial Crisis established that policymakers should consider the stage of the financial cycle to better evaluate the cyclical position of the economy when designing monetary policy decisions. If financial variables are omitted from the estimations of the output gap, a common and unobserved indicator of the business cycle, important financial or external imbalances that may lead to future recessions may not be captured. This paper presents a suite of estimates of output gaps incorporating financial variables. The estimates are based both on small unobserved components models and a large unobserved components model that follows a production function approach. The results show that exploiting the information content of financial variables, which co-move strongly with the output cycle, can sometimes improve output gap estimates. However, these improvements are of a limited magnitude and very sensitive to the choice of the chosen financial variables.",https://www.ecb.europa.eu//pub/pdf/scpwps/ecb.wp2832~51322fbd6a.en.pdf,2832,"Wed, 19 Jul 2023 11:00:00 +0200",ECB
FED-BOARD2023-015,Breaks in the Phillips Curve: Evidence from Panel Data,"Simon C. Smith, Allan Timmermann, Jonathan Wright","We revisit time-variation in the Phillips curve, applying new Bayesian panel methods with breakpoints to US and European Union disaggregate data. Our approach allows us to accurately estimate both the number and timing of breaks in the Phillips curve. It further allows us to determine the existence of clusters of industries, cities, or countries whose Phillips curves display similar patterns of instability and to examine lead-lag patterns in how individual inflation series change. We find evidence of a marked flattening in the Phillips curves for US sectoral data and among EU countries, particularly poorer ones. Conversely, evidence of a flattening is weaker for MSA-level data and for the wage Phillips curve. US regional data and EU data point to a kink in the price Phillips curve which remains relatively steep when the economy is running hot.",https://www.federalreserve.gov/econres/feds/breaks-in-the-phillips-curve-evidence-from-panel-data.htm,2023-015,April 2023,FED-BOARD
FED-BOARD2023-004,"Earnings Business Cycles: The Covid Recession, Recovery, and Policy Response","Jeff Larrimore, Jacob Mortenson, and David Splinter","Using a panel of tax data, we follow the earnings of individuals over business cycles. Compared to prior recessions, the Covid policy response and recovery were far more progressive. Among workers starting in the bottom quintile, median real earnings including fiscal relief increased 66 percent in 2020 and earnings increases offset relief decreases in the 2021 recovery. After the prior two recessions, this measure had decreased by 24 percent. Among those starting in the top quintile, median and average real earnings were approximately unchanged. This difference from prior recessions is largely attributable to larger Covid-era stimulus payments and unemployment insurance.",https://www.federalreserve.gov/econres/feds/earnings-business-cycles-the-covid-recession-recovery-and-policy-response.htm,2023-004,January 2023,FED-BOARD
BFI202050,Information Aggregation in Stratified Societies,"Marina Agranov, Ran Eilat, Konstantin Sonin","We analyze a model of political competition in which the elite forms endogenously to aggregate information and advise the uninformed median voter which candidate to choose. The median voter knows whether or not the endorsed candidate is biased toward the elites, but might still prefer the biased candidate if the elite’s endorsement provides sufficient information about her competence. The elite size and the degree of information aggregation by the elite depend on the extent to which the median voter follows the elite’s advice. A higher cost of redistribution minimizes the elite’s information advantage, hinders information transmission, and decreases the expected competence of the elected politician.",https://bfi.uchicago.edu/working-paper/a-political-model-of-trust/,202050,"Jul 31, 2023",BFI
BIS1088,Big techs and the credit channel of monetary policy," Fiorella De Fiore, Leonardo Gambacorta and Cristina Manea",We view big tech credit through the lens of a model where big techs facilitate matching on their e-commerce platforms and extend loans. The big tech enforces credit repayment discipline with the threat of exclusion from the platform.,http://www.bis.org/publ/work1088.htm,1088,2023-04-06T09:00:00Z,BIS
