Title,Author,Abstract,Link,Number,Date,Source,est_PubDate
"Across the borders, above the bounds: a non-linear framework for international yield curves","Laura Coroneo, Iryna Kaminska and Sergio Pastorello","This paper presents a non-linear framework to evaluate spillovers across domestic and international yield curves when policy rates are constrained by the zero lower bound. Based on the sample of US and UK data, we estimate a joint shadow rate model of international yield curves, accounting for the zero lower bound, no-arbitrage conditions within and between government bond markets, and the global nature of some of the bond risk factors. Results indicate that the post-2009 US monetary policy transmission mechanism and its spillover effects on the UK yield curve are non-linear and asymmetric.",https://www.bankofengland.co.uk/working-paper/2024/across-the-borders-above-the-bounds-a-non-linear-framework-for-international-yield-curves,1062,"Fri, 09 Feb 2",BOE,2/9/2024
The Causal Effects of Global Supply Chain Disruptions on Macroeconomic Outcomes: Evidence and Theory,"Xiwen Bai, Jesús Fernández-Villaverde, Yiliang Li, Francesco Zanetti","We study the causal effects and policy implications of global supply chain disruptions. We construct a new index of supply chain disruptions from the mandatory automatic identification system data of container ships, developing a novel spatial clustering algorithm that determines real-time congestion from the position, speed, and heading of container ships in major ports around the globe. We develop a model with search frictions between producers and retailers that links spare productive capacity with congestion in the goods market and the responses of output and prices to supply chain shocks. The co-movements of output, prices, and spare capacity yield unique identifying restrictions for supply chain disturbances that allow us to study the causal effects of such disruptions. We document how supply chain shocks drove inflation during 2021 but that, in 2022, traditional demand and supply shocks also played an important role in explaining inflation. Finally, we show how monetary policy is more effective in taming inflation after a global supply chain shock than in regular circumstances.",https://www.nber.org/papers/w32098,32098,Feb-24,NBER,2/9/2024
Interest Rate Risk at US Credit Unions,"Grant Rosenberger, Peter Zimmerman","Rising interest rates have prompted concerns about losses on bank assets, especially following the failure of Silicon Valley Bank (SVB) in March 2023. In this working paper, we examine whether US credit unions could be subject to similar losses as banks and analyze how their regulatory capital would be affected. We estimate that after realizing losses from assets that have decreased in value and not yet been sold the overall net worth of the credit union industry would have fallen by 40 percent in 2023:Q1. Unrealized losses were most severe at the largest credit unions. Nonetheless, the bulk of deposits at credit unions were insured, suggesting limited risk of an SVB-style run. In addition, credit union deposit rates are relatively insensitive to market interest rates, providing credit unions with a hedge against a rising rate environment. Overall, credit unions’ balance sheet positions seemed to be more resilient to unrealized interest rate risk than banks’.",https://www.clevelandfed.org/publications/working-paper/wp-2403-interest-rate-risk-at-us-credit-unions,24-03,02.05.2024,FED-CLEVELAND,2/9/2024
Competing models of the Bank of England’s liquidity auctions: truthful bidding is a good approximation,Charlotte Grace,"This paper provides a method for comparing the performance of different models of bidding behaviour. It uses data on participants’ bids but does not require data on their values. I find that a model of ‘truthful bidding’ – bidding one’s true value for liquidity – outperforms a conventional model in which bidders shade their bids to maximise their expected surpluses, in the Bank of England’s uniform-price divisible-good liquidity auctions. I provide two possible explanations for this result. First, when bidders are sufficiently risk averse, optimal strategies in the conventional model approximate truthful bidding. For the conventional model, I develop new identifying conditions which allow for risk aversion. I find that the degree of risk aversion required for truthful bidding to be approximately optimal is consistent with that found in studies that are the most similar to my setting. Second, the optimal strategy can be complicated. Truthful bidding is preferable, even for risk neutral bidders, if the cost of calculating what would otherwise be the optimal strategy exceeds around 5% of bidder surplus.",https://www.bankofengland.co.uk/working-paper/2024/competing-models-of-the-bank-of-englands-liquidity-auctions,1061,"Fri, 09 Feb 2",BOE,2/9/2024
Households' response to the wealth effects of inflation,"Philip Schnorpfeil, Michael Weber, Andreas Hackethal","We study the redistributive effects of surprise inflation combining administrative bank data with an information provision experiment during an episode of historic inflation. On average, households are well-informed about prevailing inflation and are concerned about its impact on their wealth; yet, while many households know about inflation eroding nominal assets, most are unaware of nominal-debt erosion. Once they receive information on the debt-erosion channel, households view nominal debt more positively and increase estimates of their own real net wealth. These changes causally affect actual consumption and hypothetical debt decisions. Our findings suggest that real wealth mediates the sensitivity of consumption to inflation once households are aware of the wealth effects of inflation",https://www.ecb.europa.eu/pub/pdf/scpwps/ecb.wp2904~27941cd33f.en.pdf?726d1ecf3119b119f76315ff2dce5500,2904,8-Feb-24,ECB,2/9/2024
Difference-in-Differences in the Marketplace,Robert Minton and Casey B. Mulligan,"Price theory says that the most important effects of policy and technological change are often found beyond their first point of contact. This appears opposed to econometric methods that rule out spillovers of one person's treatment on another's outcomes. This paper uses the industry model from price theory to represent the statistical concepts of treatments and controls. When treated and control observations are in the same market, the controls are indirectly affected by the treatment. Moreover, even the effect of the treatment on the treated reveals only part of the consequence for the treated of treating the entire market, which is often the parameter of interest. Marshall's Laws of Derived Demand provide a guide for empirical work: precise price-theoretic interpretations of the direct and spillover effects of a treatment, the quantitative relationships between them, and how they correspond to the scale and substitution effects emphasized in price theory.",https://www.federalreserve.gov/econres/feds/difference-in-differences-in-the-marketplace.htm,2024-008,Feb-24,FED-BOARD,2/9/2024
"Fiscal Rules, Austerity in Public Administration,  and Political Accountability: Evidence from a  Natural Experiment in Colombia","Maria Carreri, Luis Martínez","Fiscal rules are a promising tool to improve fiscal discipline and reduce waste in public spending, but their effectiveness and political feasibility remain unclear, particularly in weakly institutionalized settings. We leverage exogenous variation across Colombian municipalities in exposure to a fiscal rule that limits the operating expenditures of local governments. Our difference-in-differences analysis yields three main findings. First, the fiscal rule is highly ef-fective at reducing operating expenditures and the probability of a current deficit. Second, there is no meaningful impact on local public goods or living standards. Third, the fiscal consolida-tion leads voters to be more satisfied with their local government and to re-elect the incumbent party at higher rates. These findings suggest that fiscal rules can reduce waste in public ad-ministration and can help to align fiscal policy with the preferences of voters in settings, like Colombia, with weak political parties and limited career concerns for local politicians.",https://bfi.uchicago.edu/working-paper/fiscal-rules-austerity-in-public-administration-and-political-accountability-evidence-from-a-natural-experiment-in-colombia/,2024-10,2-Feb-24,BFI,2/9/2024
The Unreasonable Effectiveness of Algorithms,"Jens Ludwig, Sendhil Mullainathan, Ashesh Rambachan","We calculate the social return on algorithmic interventions (specifically their Marginal Value of Public Funds) across multiple domains of interest to economists—regulation, criminal justice, medicine, and education. Though these algorithms are different, the results are similar and striking. Each one has an MVPF of infinity: not only does it produce large benefits, it provides a “free lunch.” We do not take these numbers to mean these interventions ought to be necessarily scaled, but rather that much more R&D should be devoted to developing and carefully evaluating algorithmic solutions to policy problems.",https://bfi.uchicago.edu/working-paper/the-unreasonable-effectiveness-of-algorithms/,2024-11,5-Feb-24,BFI,2/9/2024
Reexamining the 'Role of the Community Reinvestment Act in Mortgage Supply and the U.S. Housing Boom',Kenneth P. Brevoort,"Concerns have lingered since the 2007 subprime crisis that government housing policies promote risky mortgage lending. The first peer-reviewed evidence of a causal effect was published by the Review of Financial Studies in a paper (Saadi, 2020) linking the crisis to changes in the Community Reinvestment Act (CRA) in 1995. A review of that paper, however, shows that it misrepresents the policy changes as having taken effect in mid-1998, 2.5 years after they were implemented. When the correct timing is used, a similar analysis yields no evidence of a relationship between CRA and riskier mortgage lending. Instead, the results are shown to reflect an unrelated confounding event, the first collapse of the U.S. subprime mortgage market following Russia’s debt default in August 1998.",https://www.federalreserve.gov/econres/feds/reexamining-role-of-community-reinvestment-act-in-mortgage-supply-and-US-housing-boom.htm,2024-009,Feb-24,FED-BOARD,2/9/2024
Governance of Permissionless Blockchain Networks,"Amber Seira, Jeffrey Allen, Cy Watsky, and Richard Alley","A permissionless blockchain network is a system of physically distributed computers running a copy of a shared ledger and using the same software rules that enable all network participants to “read, submit, and validate transactions” (Beck, Müller-Bloch, and King, 2018, p. 1022). A permissionless system’s accessibility stands in contrast to that of permissioned systems, in which a central authority pre-selects validators and potentially restricts viewing and submission rights (Krause, Natarajan, and Gradstein, 2017; Beck, Müller-Bloch, and King, 2018).",https://www.federalreserve.gov/econres/notes/feds-notes/governance-of-permissionless-blockchain-networks-20240209.html,1.01702E+18,9-Feb-24,FED-BOARD-NOTES,2/9/2024
The macroeconomic effects of global supply chain reorientation,"Daragh Clancy, Donal Smith, Vilém Valenta","Policymakers around the world are encouraging the local production of key inputs to reduce risks from excessive dependencies on foreign suppliers. We analyse the macroeconomic effects of supply chain reorientation through localisation policies, using a global dynamic general equilibrium model. We proxy non-tariff measures, such as the stricter enforcement of regulatory standards, which reduce import quantity but do not directly alter costs and prices. These measures have, so far, been a key component of attempts to reshore production and are an increasingly popular trade policy instrument in general. Focusing on the euro area, we find that localisation policies are inflationary, imply transition costs and generally have a negative long-run effect on aggregate domestic output. The size (and sign) of the impact depends on whether these policies are implemented unilaterally or induce a retaliation from trade partners, and the extent to which they reduce domestic competition and productivity. We provide some recommendations for policymakers considering implementing a localisation agenda.",https://www.ecb.europa.eu/pub/pdf/scpwps/ecb.wp2903~8bc715c800.en.pdf?8efb3f8dd076fa477fa190805c56946d,2903,8-Feb-24,ECB,2/9/2024
Platform Precommitment via Decentralization,Marco Reuter,"I study an entrepreneur’s incentives to build a decentralized platform using a blockchain. The entrepreneur can either build the platform using a regular company and retain control of the platform, or build the platform using a blockchain and surrender control of the platform. In either case, the platform’s users experience a locked-in effect. I show that a decentralized implementation of the platform is both (i) more profitable for the entrepreneur and (ii) a Pareto improvement, if and only if the size of the locked-in effect exceeds some threshold. Further, progressive decentralization through airdrops can be optimal.",https://www.imf.org/en/Publications/WP/Issues/2024/02/09/Platform-Precommitment-via-Decentralization-544468,WPIEA2024028,"Fri, 09 Feb 2024 ",IMF,2/9/2024
The Legal Foundations of Public Debt Transparency: Aligning the Law with Good Practices,"Karla Vasquez, Kika Alex-Okoh, Alissa Ashcroft, Alessandro Gullo, Olya Kroytor, Yan Liu, Mia Pineda, Ron Snipeliski","Debt opacity burdens the public and can exacerbate debt vulnerabilities in many countries. Both low-income and developing countries and emerging market economies have critical gaps in debt transparency, and the implementation of international standards and guidelines has lagged. The paper surveys the legal frameworks of sixty jurisdictions and reveals the critical weaknesses that hinder debt transparency, which include weak reporting obligations, limited coverage of public debt, inadequate monitoring, unclear borrowing and delegation processes, unfettered confidentiality arrangements and weak accountability mechanisms. Because laws entrench practices and bind the discretion of policy makers and debt managers alike, subjecting them to public scrutiny, legal reform is a necessary part of any solution to the problem of hidden debt, though it may entail a difficult and time intensive process in many jurisdictions.",https://www.imf.org/en/Publications/WP/Issues/2024/02/09/The-Legal-Foundations-of-Public-Debt-Transparency-Aligning-the-Law-with-Good-Practices-544450,WPIEA2024029,"Fri, 09 Feb 2024 ",IMF,2/9/2024
U.S. Inflation Expectations During the Pandemic,"Euihyun Bae, Andrew Hodge, Anke Weber","This paper studies how and why inflation expectations have changed since the emergence of Covid-19. Using micro-level data from the University of Michigan Survey of Consumers, we show that the distribution of consumer expectations at one-year and five-ten year horizons has widened since the surge of inflation during 2021, along with the mean. Persistently high and heterogeneous expectations of consumers with less education and lower income are mainly responsible. A simple model of adaptive learning is able to mimic the change in inflation expectations over time for different demographic groups. The inflation expectations of low income and female consumers are consistent with using less complex forecasting models and are more backward-looking. A medium-scale DSGE model with adaptive learning, estimated during 1965-2022, has a time-varying solution that produces lower forecast errors for inflation than a variant with rational expectations. The estimated model interprets the surge of inflation in 2021 mainly as the result of a price markup shock, which is more persistent and requires a larger and more persistent monetary policy response than under rational expectations.",https://www.imf.org/en/Publications/WP/Issues/2024/02/09/U-S-544459,WPIEA2024025,"Fri, 09 Feb 2024 ",IMF,2/9/2024
"Emissions Reduction, Fiscal Costs, and Macro Effects: A Model-based Assessment of IRA Climate Measures and Complementary Policies","Simon Voigts, Anne-Charlotte Paret","The IMF’s Macroeconomic Model for the Energy Transition (GMMET) is applied to assess the climate-related measures in the U.S. 2022 Inflation Reduction Act (IRA). Explicitly accouting for corporate income tax funding and assuming no permitting delays for energy-related investment, the measures are expected to cut annual greenhouse gas emissions by 710 MMT by 2030, predominantly driven by more electricity generation from renewables combined with a rising share of electric vehicles. Aggregate output and inflation are not impacted significantly, while the fiscal costs amount to about $700 billion through 2030 (another $120 billion of fixed grants and loans are not modelled). In the presence of investment delays from permitting, emission cuts would be reduced by about a third. We also show that the IRA leaves room for sizable additional emission abatement at very low costs; by targeting electricity generation from coal and methane emissions from oil and gas industries.",https://www.imf.org/en/Publications/WP/Issues/2024/02/09/Emissions-Reduction-Fiscal-Costs-and-Macro-Effects-A-Model-based-Assessment-of-IRA-Climate-544749,WPIEA2024024,"Fri, 09 Feb 2024 ",IMF,2/9/2024
The Impact of Derivatives Collateralization on Liquidity Risk: Evidence from the Investment Fund Sector,"Audrius Jukonis, Elisa Letizia, Linda Rousova","Stricter derivative margin requirements have increased the demand for liquid collateral, but euro area investment funds, which use derivatives extensively, have been reducing their liquid asset holdings. Using transaction-by-transaction derivatives data, we assess whether the current levels of funds’ holdings of cash and other highly liquid assets would be adequate to meet funds’ liquidity needs to cover variation margin calls on derivatives under a range of stress scenarios. The estimates indicate that between 13 percent and 33 percent of euro area funds with sizeable derivatives exposures may not have sufficient liquidity buffers to meet the calls under adverse market shocks. As a result, they are likely to redeem money market fund (MMF) shares, procyclically sell assets, and draw on credit lines, thus amplifying the market dynamics under such stress scenarios. Our findings highlight the importance of further work to assess the potential role of macroprudential policies for nonbanks, particularly regarding liquidity risk in funds.",https://www.imf.org/en/Publications/WP/Issues/2024/02/09/The-Impact-of-Derivatives-Collateralization-on-Liquidity-Risk-Evidence-from-the-Investment-544453,WPIEA2024026,"Fri, 09 Feb 2024 ",IMF,2/9/2024
Carbon Prices and Inflation in the Euro Area,"Maximilian Konradt, Thomas McGregor, Frederik G Toscani","What is the effect of carbon pricing on inflation? This paper shows empirically that the consequences of the European Union’s Emission Trading System (ETS) and national carbon taxation on inflation have been limited in the euro area, so far. This result is supported by analysis based on a panel local projections approach, as well as event studies based on individual countries. Our estimates suggest that carbon taxes raised the price of energy but had limited effects on overall consumer prices. Since future climate policy will need to be much more ambitious compared to what has been observed so far, including the need for larger increases in carbon prices, possible non-linearities might make extrapolating from historical results difficult. We thus also use input-output tables to simulate the mechanical effect of a carbon tax consistent with the EU’s ‘Fit-for-55’ commitments on inflation. The required increase of effective carbon prices from around 40 Euro per ton of CO2 in 2021 to around 150 Euro by 2030 could raise annual euro area inflation by between 0.2 and 0.4 percentage points. It is worth noting that the energy price increases caused by the rise in the effective carbon price to 150 Euro is substantially smaller than the energy price spike seen in 2022 following the invasion of Ukraine.",https://www.imf.org/en/Publications/WP/Issues/2024/02/09/Carbon-Prices-and-Inflation-in-the-Euro-Area-544465,WPIEA2024027,"Fri, 09 Feb 2024 ",IMF,2/9/2024
Tariff Rate Uncertainty and the Structure of Supply Chains,"Sebastian Heise, Justin R. Pierce, Georg Schaur, Peter K. Schott","We show that reducing the probability of a trade war promotes long-term importer-exporter relationships that ensure provision of high-quality inputs via incentive premia. Empirically, we introduce a method for distinguishing between these Japanese versus spot-market (i.e., American) relationships in customs data, show that their use varies intuitively across trading partners and products, and find that Japanese importing from China increases after a reduction in the possibility of a trade war. Extending the standard general equilibrium trade model to encompass potential trade wars and relational contracts, we estimate that eliminating Japanese procurement reduces welfare about a third as much as moving to autarky.",https://www.nber.org/papers/w32138,32138,Feb-24,NBER,2/12/2024
Out-group Penalties in Refugee Assistance: A Survey Experiment,"Cristina Cattaneo, Daniela Grieco, Nicola Lacetera, Mario Macis","We study out-group biases in attitudes toward refugees, and the effect of European Union (EU) immigration policies on these views, using an online survey experiment including 4,087 Italian participants. We assess attitudes using donations to a randomly assigned group: Italian victims of violence or refugees fleeing wars in Ukraine or African countries. We also employ a novel measure, the share donated in cash. While donations indicated less support for African and Ukrainian refugees compared to Italian victims, the cash measure revealed a stronger prejudice against distant out-groups, with participants giving African refugees a smaller proportion of cash donations. This result was mainly driven by individuals with right-leaning political views. Providing information about immigration policy reforms that give the EU a more substantial role in receiving and allocating refugees had no impact. Textual analysis supports these findings.",https://www.nber.org/papers/w32139,32139,Feb-24,NBER,2/12/2024
Making a Song and Dance About It: The Effectiveness of Teaching Children Vocabulary with Animated Music Videos,"Ariel Kalil, Susan Mayer, Philip Oreopoulos, Rohen Shah","Programs that engage young children in movement and song to help them learn are popular but experimental evidence on their impact is sparse. We use an RCT to evaluate the effectiveness of Big Word Club (BWC), a classroom program that uses music and dance videos for 3-5 minutes per day to increase vocabulary. We conducted a field experiment with 818 preschool and kindergarten students in 47 schools in three U.S. states. We find that treated students scored higher on a test of words targeted by the program (0.30 SD) after four months of use and this effect persisted for two months.",https://www.nber.org/papers/w32132,32132,Feb-24,NBER,2/12/2024
The Role of International Financial Integration in Monetary Policy Transmission,"Jing Cynthia Wu, Yinxi Xie, Ji Zhang","Motivated by empirical evidence, we propose an open-economy New Keynesian model with financial integration that allows financial intermediaries to hold foreign long-term bonds. We find financial integration features an amplification for a domestic monetary policy shock and a negative spillover for a foreign shock. These results hold for conventional and unconventional monetary policies. Among various aspects of financial integration, the bond duration plays a major role, and our results cannot be replicated by a standard model of perfect risk sharing between households. Finally, we observe an important interaction between financial integration and trade openness, and demonstrate trade alone does not have an economically meaningful impact on monetary policy transmission.",https://www.nber.org/papers/w32128,32128,Feb-24,NBER,2/12/2024
Behavioral Responses to Wealth Taxation: Evidence from Colombia,"Juliana Londoño-Vélez, Javier Avila-Mahecha","We study behavioral responses to personal wealth taxes in Colombia. We utilize tax microdata from 1993 to 2016 linked with the leaked Panama Papers to investigate offshoring to the country’s key tax havens. We leverage variation from discrete jumps in tax liability and four major reforms to the wealth tax system, including changes in tax rates and duration, using bunching and difference-in-difference techniques. We find compelling evidence that taxpayers instantly reduce the wealth they declare in response to a wealth tax. Moreover, these effects can persist for years even after the wealth tax is no longer in place, providing the first evidence of a hysteresis effect for a temporary tax policy. The response is driven by misreporting items that authorities cannot cross-verify, such as overstating debt and understating non-third-party-reported business assets. Additionally, the wealthiest taxpayers respond to wealth tax increases by hiding assets in hard-to-track entities in tax havens.",https://www.nber.org/papers/w32134,32134,Feb-24,NBER,2/12/2024
Climate Polarization and Green Investment,"Anders Anderson, David T. Robinson","We build a nationally representative sample of retirement savers in Sweden to study how asymmetric updating of beliefs about climate change affects investment decisions. After the intense heat wave of 2018, respondents in regions dominated by a right-wing, anti-climate party grow less concerned about climate change, while respondents outside these regions grow more concerned. Those growing more concerned rebalance their retirement portfolios toward climate-friendly mutual funds; those growing less concerned rebalance out of these funds, but to a smaller degree. Financial sophistication and inertia interacts with political polarization in driving these effects.",https://www.nber.org/papers/w32131,32131,Feb-24,NBER,2/12/2024
The Government Patent Register: A New Resource for Measuring U.S. Government-Funded Patenting,"Daniel P. Gross, Bhaven N. Sampat","We introduce new historical administrative data identifying U.S. government-funded patents since the early twentieth century. In addition to the funding agency, the data report whether the government has title to the patent (“title” patents) or funded a patent assigned to a private organization (“license” patents). The data include a large number of “license” patents that cannot be linked to government funding from patent text or other sources. Combining the historical data with modern administrative sources, we present a public, consolidated data series measuring U.S. government-funded patents—including funding agencies—through 2020, and we provide code to extend this series in the future. We use the data to document long-run patterns in U.S. government-funded patents and federal patent policy, propose ways in which these data can be used in future research, and discuss limitations of the data.",https://www.nber.org/papers/w32136,32136,Feb-24,NBER,2/12/2024
The Role of Non-Pecuniary Considerations: Location Decisions of College Graduates from Low Income Backgrounds,"Yifan Gong, Todd R. Stinebrickner, Ralph Stinebrickner, Yuxi Yao","We examine the initial post-college geographic location decisions of students from hometowns in the Appalachian region that often lack substantial high-skilled job opportunities, focusing on the role of non-pecuniary considerations. Novel survey questions in the spirit of the contingent valuation approach allow us to measure the full non-pecuniary benefits of each relevant geographic location, in dollar equivalents. A new specification test is designed and implemented to provide evidence about the quality of these non-pecuniary measures. Supplementing perceived location choice probabilities and expectations about pecuniary factors with our new non-pecuniary measures allows us to estimate a stylized model of location choice and obtain a comprehensive understanding of the importance of pecuniary and non-pecuniary factors. We also combine the non-pecuniary measures with realized location and earnings outcomes to characterize inequality in overall welfare.",https://www.nber.org/papers/w32127,32127,Feb-24,NBER,2/12/2024
Exorbitant Privilege and the Sustainability of US Public Debt,"Jason Choi, Duong Q. Dang, Rishabh Kirpalani, Diego J. Perez","We study the extent to which the perceived cost of losing the exorbitant privilege the US holds in global safe asset markets sustains the safety of its public debt. Our findings indicate that the loss of this special status in the event of a default significantly augments the debt capacity for the US. Debt levels would be up to 30% lower if the US did not have this special status. Most of this extra debt capacity arises from the loss of the convenience yield on US Treasuries, which makes debt more expensive following its loss and provides strong incentives to repay debt.",https://www.nber.org/papers/w32129,32129,Feb-24,NBER,2/12/2024
What Drives U.S. Import Price Inflation?,"Mary Amiti, Oleg Itskhoki, David Weinstein","Inflation has risen sharply in many countries since the COVID-19 outbreak. Economists have debated the underlying causes. In this paper, we examine the drivers of the global import price inflation, which peaked at approximately 11 percent a year. We find that a common global component closely tracks movements in aggregate U.S. import prices until late 2022. Afterward, idiosyncratic U.S. demand shocks started to dominate.",https://www.nber.org/papers/w32133,32133,Feb-24,NBER,2/12/2024
"Discrete Choice, Complete Markets, and Equilibrium","Simon Mongey, Michael E. Waugh","This paper characterizes the allocations that emerge in general equilibrium economies populated by households with preferences of the additive random utility type that make discrete consumption, employment or spatial decisions. We start with a complete markets economy where households can trade claims contingent upon the realizations of their preference shocks. We (i) establish a first and second welfare theorem, (ii) illustrate that in the absence of ex-ante trade, discrete choice economies are generically inefficient, (iii) show that complete markets are not necessary and a much smaller set of securities decentralizes the efficient allocation. We illustrate the relevance of these results in several canonical settings and for measuring how welfare changes in response to changes in prices.",https://www.nber.org/papers/w32135,32135,Feb-24,NBER,2/12/2024
Declining Responsiveness at the Establishment Level: Sources and Productivity Implications,"Russell Cooper, John C. Haltiwanger, Jonathan Willis","This paper studies competing sources of declining dynamism.  Evidence shows that an important component of this decline is accounted for by the reduction in the response of employment to shocks in US establishments.  Using a plant level dynamic optimization problem as a framework for analysis, four potential reasons for this decline are studied: (i) a change in exogenous processes for profits, (ii) an increase in impatience, (iii) increased market power and (iv) increasing adjustment costs. We identify and quantity the contribution of each of these factors building on  a simulated method of moments estimation of our structural model.  Our results indicate that the reduction in responsiveness largely reflects increased costs of employment adjustment. Changes in market power, as captured by changes in the curvature of the revenue, function play a minimal role.  But, in the presence of rising adjustment costs, measured sales-weighted markups using the recently popular indirect production approach rise substantially, along with rising dispersion and skewness of such measured markups.",https://www.nber.org/papers/w32130,32130,Feb-24,NBER,2/12/2024
Monetary Policy Wedges and the Long-term Liabilities of Households and Firms,"Jules H. van Binsbergen, Marco Grotteria","We examine the transmission of monetary policy shocks to the long-duration liabilities of households and firms using high-frequency variation in 10-year swap rates around FOMC announcements. We find that four weeks after the announcement mortgage rates move one-for-one with 10-year swap rates, leaving little explanatory power for mortgage concentration, bank market power, or credit risk. Variation in credit risk does materially affect monetary policy transmission to corporate bonds. Expected future short rates and term premia play a significant role in driving both mortgage rates and corporate bond yields, which explains the Federal Reserve’s increased focus on these quantities.",https://www.nber.org/papers/w32137,32137,Feb-24,NBER,2/12/2024
Applying AI to Rebuild Middle Class Jobs,David Autor,"While the utopian vision of the current Information Age was that computerization would flatten economic hierarchies by democratizing information, the opposite has occurred. Information, it turns out, is merely an input into a more consequential economic function, decision-making, which is the province of elite experts. The unique opportunity that AI offers to the labor market is to extend the relevance, reach, and value of human expertise. Because of AI’s capacity to weave information and rules with acquired experience to support decision-making, it can be applied to enable a larger set of workers possessing complementary knowledge to perform some of the higher-stakes decision-making tasks that are currently arrogated to elite experts, e.g., medical care to doctors, document production to lawyers, software coding to computer engineers, and undergraduate education to professors. My thesis is not a forecast but an argument about what is possible: AI, if used well, can assist with restoring the middle-skill, middle-class heart of the US labor market that has been hollowed out by automation and globalization.",https://www.nber.org/papers/w32140,32140,Feb-24,NBER,2/12/2024
Persuasion and Dissuasion in Political Campaigns: Political Communication and Media Coverage in Senate Races,"Camilo Garcia-Jimeno, Pinar Yildirim","We study the strategic interaction between candidates to office and the print media, exploring the following tension: while the media is instrumental for candidates to communicate with voters, candidates and media outlets have conflicting preferences over the contents of media reporting. We propose a model of bipartisan races where candidates make decisions over the type of constituencies to target with their statements along the campaign trail and media outlets make decisions over how intensely to report about the candidates based on those statements. Different kinds of media reports may persuade or dissuade voters. We develop a methodology to classify news content as suggestive of the target audience of candidate speech, and show how data on media reports and poll results, together with the behavioral implications of the model, can be used to estimate its parameters. We implement this methodology on U.S. Senatorial races for the period 1980-2012, and find that Democratic candidates had stronger incentives to target their messages towards turning out their core supporters than Republicans. We also find that the cost in swing-voter support from targeting core supporters was larger for Democrats than for Republicans. These effects balanced each other, making media outlets willing to cover candidates from both parties at similar rates.",https://www.chicagofed.org/publications/working-papers/2024/2024-04,2024-04,Feb-24,FED-CHICAGO,2/13/2024
Making a Song and Dance About It: The Effectiveness of Teaching Children Vocabulary with Animated Music Videos,"Ariel Kalil, Susan Mayer, Philip Oreopoulos, Rohen Shah","Programs that engage young children in movement and song to help them learn are popular but experimental evidence on their impact is sparse. We use an RCT to evaluate the effectiveness of Big Word Club (BWC), a classroom program that uses music and dance videos for 3-5 minutes per day to increase vocabulary. We conducted a field experiment with 818 preschool and kindergarten students in 47 schools in three U.S. states. We find that treated students scored higher on a test of words targeted by the program (0.30 SD) after four months of use and this effect persisted for two months.",https://bfi.uchicago.edu/working-paper/making-a-song-and-dance-about-it-the-effectiveness-of-teaching-children-vocabulary-with-animated-music-videos/,2024-15,12-Feb-24,BFI,2/13/2024
"Hold-Up, Innovation, and Platform Governance",Ethan Bueno de Mesquita,"Motivated by large digital platforms, I study a model of platforms choosing fees, upgrades, and governance to compete over a two-sided market of producers and consumers. By solving an interoperability-driven hold-up problem, governance increases producer investment in product quality; however, by preventing fee adjustments, it causes platforms to under-invest in upgrades. This trade-oﬀ persists even if platforms choose their preferred level of interoperability, which is higher without governance than with. When governance is necessary for producers to invest in quality, platforms under-provide governance relative to the social optimum. However, when producers invest in quality regardless of governance, platforms over-provide governance.",https://bfi.uchicago.edu/working-paper/hold-up-innovation-and-platform-governance/,2024-16,12-Feb-24,BFI,2/13/2024
Land development and frictions to housing supply over the business cycle,"Hyunseung Oh, Choongryul Yang, Chamna Yoon","Using a novel data set of U.S. residential land developments, we document that the average time to develop residential properties—which includes both the time spent preparing land infrastructures and construction—is about three years, consistent with sizable lags in housing investment projects. We show that the time to develop is highly dispersed across locations, a finding that helps quantify the housing supply elasticity that is relevant for assessing local housing variations over the business cycle. We also show that incorporating long and dispersed time to develop into an otherwise standard housing investment model helps rationalize some empirical facts on the housing market. Our model implies that policies to boost housing supply are less effective in immediately stabilizing house prices for regions where land development takes a long time.",https://www.federalreserve.gov/econres/feds/land-development-and-frictions-to-housing-supply-over-the-business-cycle.htm,2024-010,Feb-24,FED-BOARD,2/14/2024
On Digital Currencies,Harald Uhlig,"I discuss private and central-bank-issued digital currencies, summarizing my prior research. I argue that prices of private digital currencies such as bitcoin follow random walks or, more generally, risk adjusted martingales. For central bank digital currencies, I argue that they enhance the “CBDC trilemma” facing a central bank: out of the three objectives, price stability, efficiency, and monetary trust, it can achieve at most two.",https://bfi.uchicago.edu/working-paper/on-digital-currencies/,2024-17,13-Feb-24,BFI,2/14/2024
CECL Implementation and Model Risk in Uncertain Times: An Application to Consumer Finance,José Canals-Cerdá,"We document the increased sensitivity to model and macroeconomic forecasting error of the CECL framework with respect to the incurred loss framework that it replaces. An empirical application illustrates how to leverage simple machine learning (ML) strategies and statistical principles in the design of a nimble and flexible CECL modeling framework. We show that, even in consumer loan portfolios with tens of millions of loans, like mortgage, auto, or credit card portfolios, one can develop, estimate, and deploy an array of models quickly and efficiently, and without a forecasting performance penalty. Drawing on more than 20 years of auto loans data and the experience from the Great Recession and the COVID-19 pandemic, we leverage basic econometric principles to identify strategies to deal with biased model projections in times of high economic uncertainty. We advocate for a focus on resiliency and adaptability of models and model infrastructures to novel shocks and uncertain economic conditions.",https://www.philadelphiafed.org/consumer-finance/consumer-credit/cecl-implementation-and-model-risk-in-uncertain-times-an-application-to-consumer-finance,24-03,6-Feb-24,FED-PHILADELPHIA,2/14/2024
